중구,을지로6가,을지
종로구,낙원동,인사동4길
마포구,성산동,동교
관악구,신림동,대학5길
마포구,성산동,성암
중구,을지로1가,을지
마포구,아현동,굴레방
강동구,상일동,청뜰
노원구,월계동,우이천
용산구,효창동,백범
구로구,오류동,천왕
동대문구,답십리동,전농
성동구,성수동2가,둘레21가길
성동구,사근동,살곶이2가길
영등포구,영등포동6가,영등포
강남구,논현동,언주
강남구,일원동,영동대
용산구,원효로4가,효창원
금천구,독산동,두산
관악구,남현동,남현3가길
성동구,성수동2가,둘레19길
영등포구,문래동3가,문래북
강북구,번동,도봉
성동구,금호동3가,금호산9길
종로구,홍지동,홍지문4길
서대문구,북가좌동,응암
관악구,봉천동,행운2길
서초구,염곡동,염곡말길
마포구,신수동,신수
중구,태평로2가,남대문
관악구,신림동,쑥고개
성동구,행당동,행당
중구,저동1가,명동13길
송파구,풍납동,바람드리8길
서초구,우면동,중앙
노원구,공릉동,동일
관악구,봉천동,장군봉7길
서대문구,대현동,이화여대8길
서대문구,연희동,동교
성북구,안암동2가,인촌
영등포구,당산동2가,영등포
은평구,응암동,은평
성동구,용답동,용답중앙길
마포구,공덕동,만리재옛길
서초구,방배동,청두곶13길
마포구,연남동,성미산
관악구,봉천동,당곡길
서대문구,홍은동,증가
마포구,신수동,서강대길
종로구,동숭동,이화장2길
서초구,염곡동,탑성말1길
관악구,봉천동,국회단지10길
영등포구,양평동4가,선유
동대문구,제기동,약령중앙
동대문구,휘경동,전농
용산구,이촌동,이촌
송파구,풍납동,바람드리10길
서초구,양재동,마방
성북구,동소문동4가,동소문
양천구,목동,목동
성북구,길음동,동소문
관악구,봉천동,인헌16길
성동구,용답동,용답29길
성동구,행당동,고산자
종로구,행촌동,송월1길
구로구,개봉동,경서
종로구,동숭동,동숭4가길
서초구,양재동,언남11길
성동구,금호동3가,금호산9나길
관악구,봉천동,청룡1길
강남구,일원동,개포
금천구,시흥동,탑골
영등포구,문래동3가,선유
종로구,창신동,창신5라길
종로구,세종로,사직
성동구,용답동,용답17길
성동구,용답동,용답중앙11나길
성동구,성수동1가,연무장길
관악구,신림동,난우길
성북구,보문동4가,인촌
서대문구,홍은동,명지길
양천구,신월동,신남3길
종로구,신문로2가,경희궁1길
동대문구,용두동,답십리
종로구,명륜3가,명륜10길
중구,수표동,삼일대
성동구,금호동3가,금호산12길
관악구,신림동,법원단지34길
광진구,자양동,동일
종로구,원서동,창덕궁4길
강서구,개화동,개화길
동대문구,이문동,한천
종로구,화동,삼청
관악구,봉천동,행운6길
중구,광희동1가,퇴계
마포구,도화동,도화4길
중구,태평로2가,서소문
성동구,행당동,살곶이4길
송파구,마천동,문정
강동구,명일동,명일
용산구,한강로1가,백범
서대문구,북가좌동,불광천길
종로구,충신동,충신4나길
송파구,방이동,올림픽
중구,광희동1가,을지
중구,회현동1가,남대문
송파구,장지동,헌릉
강동구,상일동,고덕
서초구,방배동,전원말5길
영등포구,문래동6가,문래
중구,충무로5가,서애
서초구,방배동,전원말7길
서대문구,창천동,연세
광진구,구의동,구의강변
서초구,방배동,청두곶7길
송파구,문정동,동남
종로구,계동,창덕궁1길
종로구,공평동,인사동5길
은평구,진관동,통일
종로구,계동,창덕궁길
중랑구,망우동,신내
종로구,창신동,낙산성곽동길
강서구,가양동,양천
금천구,시흥동,금하
성동구,금호동3가,장터1가길
중구,쌍림동,마른내
마포구,서교동,월드컵북
금천구,가산동,두산
강동구,천호동,구천면
광진구,능동,광나루
서초구,양재동,언남9길
중구,인현동2가,마른내
성동구,행당동,무학봉16길
중구,소공동,남대문
종로구,평창동,평창22길
양천구,신정동,중앙
종로구,평창동,평창32길
서초구,반포동,주흥3길
관악구,봉천동,인헌3나길
강남구,삼성동,영동대
마포구,상수동,토정
용산구,용산동3가,이태원
강서구,방화동,방화동
관악구,봉천동,인헌12길
중구,저동2가,마른내
마포구,노고산동,고산길
서대문구,북아현동,이화여대8길
관악구,봉천동,행운길
용산구,한강로3가,이촌
강동구,고덕동,고덕
성동구,금호동4가,독서당
종로구,적선동,자하문
강동구,천호동,천중
강북구,미아동,솔매
성동구,행당동,사근동길
종로구,삼청동,와룡공원길
종로구,동숭동,낙산4길
송파구,오금동,성내천
영등포구,문래동3가,영등포
광진구,중곡동,동일
강남구,신사동,강남대
서대문구,남가좌동,증가
서초구,우면동,성촌8길
성동구,하왕십리동,난계
성동구,하왕십리동,무학봉12길
종로구,동숭동,동숭2길
강서구,오쇠동,대장
종로구,명륜4가,대학
강동구,성내동,천호옛14길
관악구,신림동,신원
중구,필동2가,서애
종로구,공평동,우정국
중구,명동2가,남대문
동대문구,청량리동,회기
중랑구,중화동,중랑역
